#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-05-21 12:27::57.233

Time (s),Channel 1 (V)
-0.16804687499999993,-0.10062738329913945
-0.16785937499999992,-0.10062738329913945
-0.16767187499999991,-0.10062738329913945
-0.16748437499999991,-0.10399505361358863
-0.16729687500000001,-0.10062738329914098
-0.167109375,-0.10399505361358863
-0.166921875,-0.10062738329913945
-0.16673437499999999,-0.10399505361359015
-0.16654687499999998,-0.10399505361359015
-0.16635937499999998,-0.10399505361359015
-0.16617187499999997,-0.10399505361359015
-0.16598437499999996,-0.10062738329913945
-0.16579687499999995,-0.10399505361359015
-0.16560937499999995,-0.10062738329913945
-0.16542187499999994,-0.10399505361359015
-0.16523437499999993,-0.10062738329913945
-0.16504687499999993,-0.10062738329913945
-0.16485937499999992,-0.10399505361359015
-0.16467187499999991,-0.10399505361359015
-0.1644843749999999,-0.10399505361359015
-0.16429687500000001,-0.10399505361359015
-0.164109375,-0.10399505361359015
-0.16392187499999999,-0.10062738329913945
-0.16373437499999999,-0.10062738329913945
-0.16354687499999998,-0.10062738329913945
-0.16335937499999997,-0.10399505361359015
-0.16317187499999997,-0.10399505361359015
-0.16298437499999996,-0.10399505361359015
-0.16279687499999995,-0.10062738329913945
-0.16260937499999994,-0.10062738329913945
-0.16242187499999994,-0.10399505361359015
-0.16223437499999993,-0.10062738329913945
-0.16204687499999992,-0.10062738329913945
-0.16185937499999992,-0.10399505361359015
-0.16167187499999991,-0.10062738329914098
-0.1614843749999999,-0.10399505361358863
-0.16129687500000001,-0.10062738329914098
-0.161109375,-0.10399505361358863
-0.16092187499999999,-0.10062738329913945
-0.16073437499999998,-0.10062738329913945
-0.16054687499999998,-0.10062738329913945
-0.16035937499999997,-0.10062738329913945
-0.16017187499999996,-0.10399505361359015
-0.15998437499999996,-0.10399505361359015
-0.15979687499999995,-0.10399505361359015
-0.15960937499999994,-0.10062738329913945
-0.15942187499999994,-0.10062738329913945
-0.15923437499999993,-0.10062738329913945
-0.15904687499999992,-0.10062738329913945
-0.15885937499999991,-0.10062738329913945
-0.15867187499999991,-0.10062738329913945
-0.15848437500000001,-0.10062738329913945
-0.158296875,-0.10062738329913945
-0.158109375,-0.10062738329913945
-0.15792187499999999,-0.10062738329913945
-0.15773437499999998,-0.10062738329913945
-0.15754687499999998,-0.10062738329913945
-0.15735937499999997,-0.10062738329913945
-0.15717187499999996,-0.10062738329913945
-0.15698437499999995,-0.10062738329913945
-0.15679687499999995,-0.10062738329913945
-0.15660937499999994,-0.10062738329913945
-0.15642187499999993,-0.10062738329913945
-0.15623437499999993,-0.10062738329913945
-0.15604687499999992,-0.10062738329913945
-0.15585937499999991,-0.10062738329913945
-0.1556718749999999,-0.10062738329913945
-0.15548437500000001,-0.10062738329913945
-0.155296875,-0.10062738329913945
-0.15510937499999999,-0.10062738329913945
-0.15492187499999999,-0.10062738329913945
-0.15473437499999998,-0.10062738329913945
-0.15454687499999997,-0.10062738329913945
-0.15435937499999997,-0.10062738329913945
-0.15417187499999996,-0.10062738329913945
-0.15398437499999995,-0.10062738329913945
-0.15379687499999994,-0.10062738329913945
-0.15360937499999994,-0.10062738329913945
-0.15342187499999993,-0.10062738329913945
-0.15323437499999992,-0.10399505361359015
-0.15304687499999992,-0.10062738329913945
-0.15285937499999991,-0.10062738329913945
-0.1526718749999999,-0.10062738329913945
-0.15248437500000001,-0.10062738329913945
-0.152296875,-0.10062738329913945
-0.15210937499999999,-0.10062738329913945
-0.15192187499999998,-0.10062738329913945
-0.15173437499999998,-0.10062738329913945
-0.15154687499999997,-0.10062738329913945
-0.15135937499999996,-0.10062738329913945
-0.15117187499999996,-0.10399505361359015
-0.15098437499999995,-0.10062738329913945
-0.15079687499999994,-0.10062738329913945
-0.15060937499999993,-0.10399505361359015
-0.15042187499999993,-0.10399505361359015
-0.15023437499999992,-0.10399505361359015
-0.15004687499999991,-0.10399505361359015
-0.14985937499999991,-0.10062738329913945
-0.14967187500000001,-0.10062738329913945
-0.149484375,-0.10062738329913945
-0.149296875,-0.10062738329913945
-0.14910937499999999,-0.10399505361359015
-0.14892187499999998,-0.10062738329913945
-0.14873437499999997,-0.10399505361359015
-0.14854687499999997,-0.10062738329913945
-0.14835937499999996,-0.10062738329913945
-0.14817187499999995,-0.10062738329913945
-0.14798437499999995,-0.10399505361359015
-0.14779687499999994,-0.10399505361359015
-0.14760937499999993,-0.10062738329913945
-0.14742187499999992,-0.10399505361359015
-0.14723437499999992,-0.10062738329913945
-0.14704687499999991,-0.10062738329913945
-0.1468593749999999,-0.10062738329914098
-0.14667187500000001,-0.10399505361358863
-0.146484375,-0.10062738329914098
-0.14629687499999999,-0.10062738329913945
-0.14610937499999999,-0.10399505361359015
-0.14592187499999998,-0.10399505361359015
-0.14573437499999997,-0.10399505361359015
-0.14554687499999996,-0.10399505361359015
-0.14535937499999996,-0.10399505361359015
-0.14517187499999995,-0.10399505361359015
-0.14498437499999994,-0.10062738329913945
-0.14479687499999994,-0.10399505361359015
-0.14460937499999993,-0.10399505361359015
-0.14442187499999992,-0.10399505361359015
-0.14423437499999991,-0.10062738329913945
-0.14404687499999991,-0.10062738329913945
-0.1438593749999999,-0.10062738329914098
-0.143671875,-0.10399505361358863
-0.143484375,-0.10062738329913945
-0.14329687499999999,-0.10062738329913945
-0.14310937499999998,-0.10062738329913945
-0.14292187499999998,-0.10062738329913945
-0.14273437499999997,-0.10062738329913945
-0.14254687499999996,-0.10062738329913945
-0.14235937499999995,-0.10062738329913945
-0.14217187499999995,-0.10062738329913945
-0.14198437499999994,-0.10062738329913945
-0.14179687499999993,-0.10062738329913945
-0.14160937499999993,-0.10062738329913945
-0.14142187499999992,-0.10399505361359015
-0.14123437499999991,-0.10062738329913945
-0.1410468749999999,-0.10062738329913945
-0.14085937500000001,-0.10062738329913945
-0.140671875,-0.10062738329913945
-0.14048437499999999,-0.10062738329913945
-0.14029687499999999,-0.10062738329913945
-0.14010937499999998,-0.10062738329913945
-0.13992187499999997,-0.10062738329913945
-0.13973437499999997,-0.10062738329913945
-0.13954687499999996,-0.10062738329913945
-0.13935937499999995,-0.10062738329913945
-0.13917187499999994,-0.10062738329913945
-0.13898437499999994,-0.10062738329913945
-0.13879687499999993,-0.10062738329913945
-0.13860937499999992,-0.10062738329913945
-0.13842187499999992,-0.10062738329913945
-0.13823437499999991,-0.10062738329913945
-0.1380468749999999,-0.10062738329913945
-0.13785937500000001,-0.10062738329913945
-0.137671875,-0.10062738329913945
-0.13748437499999999,-0.10062738329913945
-0.13729687499999998,-0.10062738329913945
-0.13710937499999998,-0.10062738329913945
-0.13692187499999997,-0.10062738329913945
-0.13673437499999996,-0.10062738329913945
-0.13654687499999996,-0.10062738329913945
-0.13635937499999995,-0.10062738329913945
-0.13617187499999994,-0.10062738329913945
-0.13598437499999994,-0.10062738329913945
-0.13579687499999993,-0.10062738329913945
-0.13560937499999992,-0.10062738329913945
-0.13542187499999991,-0.10062738329913945
-0.13523437499999991,-0.10062738329913945
-0.1350468749999999,-0.10062738329913945
-0.134859375,-0.10062738329913945
-0.134671875,-0.10062738329913945
-0.13448437499999999,-0.10062738329913945
-0.13429687499999998,-0.10062738329913945
-0.13410937499999998,-0.10062738329913945
