#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-02-20 12:14::40.754

Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V)
10.000000000000012,0.55904380423497513,0.44043165372742871
10.015407361541453,0.55903682634370566,0.44044979844096227
10.030838461761862,0.5590534305795527,0.4404447622670935
10.046293337236277,0.55903146338797294,0.44043364157329395
10.061772024596104,0.55905820193435296,0.44044068047016011
10.077274560529155,0.55903948350523047,0.44040458852143605
10.092800981779789,0.55905941357976274,0.44044239271742891
10.108351325149009,0.55905662706754333,0.44043130362035005
10.123925627494456,0.55908250022770878,0.44043191989499308
10.139523925730614,0.55906838508190704,0.44043798420017732
10.155146256828788,0.55905825978263923,0.4404370612599563
10.170792657817303,0.55907803858575122,0.4404087788042032
10.186463165781518,0.55907238375442825,0.4404395976796926
10.202157817863894,0.55908382240980581,0.4404060054345173
10.217876651264161,0.55906650186863216,0.44041222393759244
10.233619703239349,0.55909281975604741,0.44040111773627788
10.249387011103892,0.55908698667954893,0.44039913512092366
10.265178612229715,0.55909321055797145,0.4404123335601498
10.280994544046324,0.55909625444897237,0.44039458294523981
10.296834844040905,0.55908769703685091,0.44038584606332054
10.312699549758369,0.55908367967607298,0.44039939401951905
10.328588698801509,0.55909843785430691,0.44036318728517615
10.344502328831037,0.55909456361144072,0.44036552155385716
10.360440477565694,0.55910717217866768,0.44037709981270595
10.376403182782349,0.55910033748095977,0.44038106521547743
10.392390482316026,0.55910241826649476,0.44036784067426182
10.408402414060115,0.55911757308256438,0.44035052536888208
10.424439015966348,0.55911297327975162,0.44036195833144381
10.440500326044919,0.55914146620544236,0.4403702992140282
10.456586382364609,0.55912824920691118,0.44032925068213713
10.472697223052849,0.55913394623139911,0.44035143184764752
10.488832886295812,0.55911802404722755,0.44035792562535192
10.504993410338514,0.55913088139014033,0.44033493939326795
10.521178833484859,0.55914545310250496,0.44035038684225514
10.537389194097825,0.55913651747040105,0.44032691844671379
10.553624530599469,0.55913722969916069,0.44032931231150196
10.569884881471026,0.55904716227481432,0.4404312335040767
10.586170285253049,0.55853828809635975,0.44093822268884303
10.602480780545466,0.5590472202903084,0.44042489367115267
10.618816406007671,0.55902267596588928,0.44048201670725473
10.635177200358626,0.55901395265195386,0.44046869840686442
10.651563202376947,0.55904321997981599,0.44046307025378179
10.667974450901012,0.55904227231462378,0.4404329686072318
10.684410984829,0.55904014383860401,0.44044139600817606
10.700872843119061,0.55903602514880057,0.44042722319377908
10.717360064789354,0.55907514545963899,0.44042193549468889
10.733872688918154,0.55909039360427637,0.44040526549667186
10.750410754643962,0.5590978662263083,0.44038053253101866
10.766974301165531,0.55908861988741965,0.44037649526767142
10.783563367742078,0.55911431093253672,0.44036200349346566
10.800177993693271,0.55911175767556209,0.44035015019148083
10.816818218399346,0.55913512637166418,0.44035245637822873
10.83348408130124,0.55913674006733916,0.44034918773509663
10.850175621900647,0.55913162478742395,0.44036304928442294
10.866892879760123,0.55914705355013006,0.44034812103901821
10.88363589450319,0.55912954393271186,0.44032665873459914
10.900404705814381,0.5591476691626871,0.44031062980228497
10.917199353439443,0.55915234418175774,0.4402933172031433
10.934019877185285,0.55913972219759567,0.44032377717487448
10.950866316920196,0.55916867513119017,0.44029241934230595
10.967738712573874,0.55915410874808102,0.44027788475142737
10.984637104137542,0.55915745012905504,0.4402951564322965
11.001561531664054,0.55917429003031938,0.4402696398222759
11.018512035267918,0.55918627799107112,0.44027816088521554
11.035488655125526,0.55920643554246796,0.44025867785954648
11.052491431475136,0.55921261637062314,0.44024582733735296
11.069520404616979,0.55920810157920353,0.44025703182116854
11.086575614913409,0.55923068438652124,0.44027468704406225
11.103657102788958,0.55922679732484537,0.44024336117691232
11.120764908730445,0.55922880447793,0.44023252230064097
11.137899073287075,0.55923499504241236,0.44023470818972982
11.155059637070485,0.55925392705839339,0.4402331461819517
11.172246640754965,0.55925127529456464,0.44024314459030295
11.189460125077391,0.55926183652232131,0.44022221764947528
11.206700130837451,0.5592501282315705,0.44022796793370622
11.223966698897684,0.55925598169556467,0.44021545481344088
11.241259870183587,0.55926519060026014,0.44025373342120605
11.258579685683719,0.55928613819545181,0.44022643852368049
11.275926186449764,0.55924631052182294,0.44021990719074755
11.293299413596676,0.55926736777567276,0.44019609328824899
11.310699408302792,0.55927725271758411,0.44021413739633369
11.32812621180982,0.55925859162741631,0.44021441117786564
11.345579865423062,0.55928596406832731,0.44021400215353518
11.36306041051145,0.55927251821401092,0.44020199565380053
11.380567888507649,0.55929842102859029,0.4402168399627851
11.398102340908176,0.55929824469090761,0.44021950153202888
11.415663809273434,0.55931078391092859,0.44018320605372729
11.433252335227937,0.55931219561442946,0.44018714001777859
11.450867960460288,0.55929691610097421,0.44018462774884765
11.4685107267233,0.55931951991041551,0.44017261120693074
11.486180675834152,0.5593191676573781,0.44016395896311267
11.503877849674442,0.55930990678404091,0.44015218351416874
11.521602290190293,0.55931561664842266,0.44015366411015244
11.539354039392471,0.55933601419952517,0.44015099980631339
11.55713313935642,0.55934079825649541,0.44017391278222312
11.574939632222495,0.55933390145473039,0.44014574255080757
11.592773560195894,0.55935831312895701,0.44016922021227989
11.610634965546895,0.55936575143542266,0.44014826027766507
11.628523890610882,0.55933921176983548,0.44014269822202706
11.646440377788476,0.55937073033805274,0.44014380291309413
11.664384469545631,0.55936979493512762,0.44013642136279196
11.682356208413697,0.55935964265889149,0.44012999289606808
11.700355636989578,0.55937285799484959,0.4401452135465741
