#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-05-23 13:30::16.316

Time (s),Channel 1 (V)
-3.9703595238095239e-05,-0.0034832541161804176
-3.9693595238095237e-05,-0.0034832541161804176
-3.9683595238095236e-05,-0.0034832541161834802
-3.9673595238095241e-05,-0.010217726811076733
-3.9663595238095239e-05,0.0066184549261685821
-3.9653595238095238e-05,-0.0034832541161804176
-3.9643595238095236e-05,-0.0068504904636300379
-3.9633595238095241e-05,-0.0068504904636300379
-3.962359523809524e-05,-0.010217726811079797
-3.9613595238095238e-05,-0.0034832541161804176
-3.9603595238095237e-05,-0.0068504904636300379
-3.9593595238095235e-05,-0.016952199505973053
-3.958359523809524e-05,-0.0034832541161804176
-3.9573595238095239e-05,-0.0001160177687306585
-3.9563595238095237e-05,-0.010217726811079797
-3.9553595238095235e-05,0.0066184549261609259
-3.9543595238095241e-05,-0.01021772681107214
-3.9533595238095239e-05,-0.0068504904636300379
-3.9523595238095237e-05,-0.016952199505979176
-3.9513595238095236e-05,-0.0068504904636300379
-3.9503595238095241e-05,-0.0068504904636300379
-3.9493595238095239e-05,0.0066184549261685821
-3.9483595238095238e-05,-0.0068504904636300379
-3.9473595238095236e-05,-0.013584963158529417
-3.9463595238095241e-05,-0.013584963158529417
-3.945359523809524e-05,-0.0068504904636300379
-3.9443595238095238e-05,-0.0001160177687306585
-3.9433595238095237e-05,0.0099856912736183412
-3.9423595238095235e-05,-0.0001160177687306585
-3.941359523809524e-05,-0.0001160177687306585
-3.9403595238095239e-05,-0.010217726811079797
-3.9393595238095237e-05,-0.013584963158529417
-3.9383595238095235e-05,-0.00011601776873218975
-3.9373595238095241e-05,-0.0034832541161788863
-3.9363595238095239e-05,-0.0068504904636300379
-3.9353595238095237e-05,-0.0001160177687306585
-3.9343595238095236e-05,-0.016952199505971519
-3.9333595238095241e-05,-0.00011601776873831557
-3.9323595238095239e-05,0.0032512185787189618
-3.9313595238095238e-05,0.0032512185787189618
-3.9303595238095236e-05,0.0099856912736183412
-3.9293595238095241e-05,-0.0034832541161742923
-3.928359523809524e-05,0.0032512185787189618
-3.9273595238095238e-05,-0.016952199505979176
-3.9263595238095236e-05,-0.0034832541161804176
-3.9253595238095235e-05,-0.010217726811078265
-3.924359523809524e-05,-0.0068504904636300379
-3.9233595238095238e-05,-0.010217726811079797
-3.9223595238095237e-05,0.0032512185787189618
-3.9213595238095235e-05,-0.0068504904636269752
-3.920359523809524e-05,-0.0001160177687306585
-3.9193595238095239e-05,0.0032512185787189618
-3.9183595238095237e-05,-0.010217726811079797
-3.9173595238095236e-05,-0.0034832541161788863
-3.9163595238095241e-05,-0.00011601776873218983
-3.9153595238095239e-05,-0.0001160177687306585
-3.9143595238095238e-05,0.016720163968517721
-3.9133595238095236e-05,-0.0068504904636300379
-3.9123595238095241e-05,0.0032512185787143683
-3.911359523809524e-05,-0.0068504904636300379
-3.9103595238095238e-05,-0.010217726811079797
-3.9093595238095236e-05,0.0066184549261685821
-3.9083595238095235e-05,-0.0001160177687306585
-3.907359523809524e-05,-0.0001160177687306585
-3.9063595238095238e-05,-0.0068504904636300379
-3.9053595238095237e-05,0.0066184549261685821
-3.9043595238095235e-05,0.0099856912736060906
-3.903359523809524e-05,-0.016952199505979176
-3.9023595238095239e-05,-0.0001160177687306585
-3.9013595238095237e-05,-0.013584963158529417
-3.9003595238095236e-05,-0.00011601776873984595
-3.8993595238095241e-05,-0.02031943585341961
-3.8983595238095239e-05,-0.0001160177687306585
-3.8973595238095238e-05,0.0066184549261685821
-3.8963595238095236e-05,-0.0001160177687306585
-3.8953595238095241e-05,-0.0068504904636269752
-3.894359523809524e-05,-0.0034832541161804176
-3.8933595238095238e-05,-0.010217726811079797
-3.8923595238095236e-05,-0.010217726811079797
-3.8913595238095242e-05,-0.016952199505976113
-3.890359523809524e-05,-0.0068504904636300379
-3.8893595238095238e-05,-0.0068504904636300379
-3.8883595238095237e-05,-0.0068504904636300379
-3.8873595238095235e-05,0.0066184549261609259
-3.886359523809524e-05,-0.010217726811079797
-3.8853595238095239e-05,-0.013584963158529417
-3.8843595238095237e-05,-0.0068504904636300379
-3.8833595238095236e-05,-0.0034832541161804176
-3.8823595238095241e-05,-0.0034832541161804176
-3.8813595238095239e-05,0.0066184549261685821
-3.8803595238095238e-05,0.0099856912736183412
-3.8793595238095236e-05,0.0032512185787220245
-3.8783595238095241e-05,0.0099856912736152777
-3.8773595238095239e-05,0.0066184549261685821
-3.8763595238095238e-05,-0.0068504904636300379
-3.8753595238095236e-05,-0.010217726811079797
-3.8743595238095241e-05,0.006618454926160925
-3.873359523809524e-05,-0.013584963158529417
-3.8723595238095238e-05,-0.0034832541161804176
-3.8713595238095237e-05,-0.0068504904636300379
-3.8703595238095235e-05,0.0032512185787143683
-3.869359523809524e-05,-0.0068504904636300379
-3.8683595238095239e-05,0.0066184549261685821
-3.8673595238095237e-05,0.0032512185787189618
-3.8663595238095235e-05,-0.0034832541161727614
-3.8653595238095241e-05,0.013352927621060304
-3.8643595238095239e-05,-0.013584963158529417
-3.8633595238095237e-05,-0.0001160177687306585
-3.8623595238095236e-05,0.0066184549261685821
-3.8613595238095241e-05,0.0066184549261685821
-3.8603595238095239e-05,0.0099856912736183412
-3.8593595238095238e-05,0.02682187301086672
-3.8583595238095236e-05,-0.0001160177687306585
-3.8573595238095241e-05,0.0032512185787174305
-3.856359523809524e-05,0.013352927621067961
-3.8553595238095238e-05,0.0066184549261685821
-3.8543595238095237e-05,0.0032512185787189618
-3.8533595238095235e-05,-0.00011601776873218975
-3.852359523809524e-05,-0.0034832541161804176
-3.8513595238095239e-05,0.0066184549261685821
-3.8503595238095237e-05,0.0032512185787189618
-3.8493595238095235e-05,-0.0034832541161696987
-3.8483595238095241e-05,0.020087400315956624
-3.8473595238095239e-05,0.0099856912736183412
-3.8463595238095237e-05,-0.010217726811079797
-3.8453595238095236e-05,0.0066184549261655195
-3.8443595238095241e-05,-0.00011601776872759584
-3.8433595238095239e-05,-0.0034832541161804176
-3.8423595238095238e-05,0.0032512185787189618
-3.8413595238095236e-05,-0.0068504904636300379
-3.8403595238095241e-05,-0.0068504904636300379
