#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-05-22 14:18::47.383

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
20.000000000000021,0.16563565997004825,-14.762342867348885,-164.62671942606616
20.013821666009239,0.1677021111880948,-14.77056733911229,-164.63863741897853
20.02765288394102,0.16774121537800335,-14.790691351841732,-164.78632364159563
20.04149366039654,0.16966672195651006,-14.782511180666024,-164.78024234417222
20.055344001981531,0.16734699514806189,-14.762506647675885,-164.76062709910835
20.0692039153063,0.16951209855486912,-14.782866718273686,-164.77564378355436
20.083073406985712,0.16849223409395139,-14.77137704723345,-164.82165198780052
20.09695248363921,0.16596275188935145,-14.76714689790224,-164.84519196446553
20.11084115189081,0.1675877072085234,-14.760926094884654,-164.87934545389416
20.124739418369124,0.16906998228740749,-14.766160201597074,-164.90976024574664
20.138647289707265,0.16756706307986968,-14.770770316110308,-164.97957082564295
20.152564772543055,0.16745973088557004,-14.770948894424297,-164.87616031466104
20.166491873518837,0.17094334097551359,-14.785620752549773,-164.91589656811399
20.180428599281505,0.16859051412731613,-14.760123615862161,-164.9399287053028
20.194374956482591,0.17028195229075166,-14.770033450317719,-164.95711510182701
20.208330951778283,0.16723026038196337,-14.759144526404668,-164.87140656911467
20.222296591829245,0.16762207034289539,-14.751908482125062,-164.98247470703438
20.236271883300827,0.1674963770932395,-14.764920291538173,-165.05182313807029
20.250256832862963,0.17099675658734878,-14.763155593050588,-165.09196765213792
20.264251447190198,0.16805834177016432,-14.747466943718399,-165.09939788591748
20.278255732961693,0.16769534389845356,-14.746326881796449,-165.08867842258184
20.292269696861215,0.16874873289106695,-14.750567657728656,-165.0463222079174
20.306293345577167,0.16978047770546062,-14.758495618689743,-165.05074390787385
20.320326685802556,0.16636261726625759,-14.750776082265737,-165.01629707563114
20.334369724235025,0.16964660094089462,-14.763462123889905,-165.07894400055596
20.34842246757686,0.16747335903442906,-14.741731551691995,-165.1814345073405
20.362484922534907,0.16915764948139062,-14.760677146074091,-165.17055099535267
20.376557095820758,0.16964315759282655,-14.759482938110116,-165.1357947567551
