#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-05-16 13:55::16.013

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
20.000000000000021,0.038900145813052421,-0.40634022910514744,5.7807184599828894
20.013821666009239,0.035198911620852799,-0.39829293548539635,5.7484994258634128
20.02765288394102,0.038074102071448485,-0.4033247133534511,5.761457678644839
20.04149366039654,0.034972888860633079,-0.39633542397019828,5.7403013422969487
20.055344001981531,0.034056188790918845,-0.39762124144201616,5.7413270572249262
20.0692039153063,0.033848365477751649,-0.39532220028532566,5.7168838179035451
20.083073406985712,0.035001810943170134,-0.39650242699241145,5.7336293170710508
20.09695248363921,0.03352550015863448,-0.39697671298186349,5.7309878233221037
20.11084115189081,0.03370031354840472,-0.39317851631566586,5.7336518752199561
20.124739418369124,0.034836849922055775,-0.39619187297412728,5.7359752459073992
20.138647289707265,0.033370494857285833,-0.39409200263847344,5.7132764774403277
20.152564772543055,0.034833043837419052,-0.39154006928915103,5.7140724795793947
20.166491873518837,0.036680834526493802,-0.39610969992709322,5.7185118576223362
20.180428599281505,0.035807756454023523,-0.39499780921772581,5.7170169998586742
20.194374956482591,0.034819090320850191,-0.39658267201101249,5.7248976698851974
20.208330951778283,0.037894179021337154,-0.39521673844691402,5.732335963453389
20.222296591829245,0.036014086078520878,-0.39434307706987909,5.7115288730992289
20.236271883300827,0.037627935526406996,-0.39321687843433439,5.712469093837738
20.250256832862963,0.037648527291922335,-0.39550386555033246,5.7283313020046043
20.264251447190198,0.034484817608590186,-0.39154090279970133,5.7485588513431587
20.278255732961693,0.038493708218865205,-0.39375559404887323,5.7188666461117279
20.292269696861215,0.036979030262554113,-0.39416556363413824,5.7113547619291651
20.306293345577167,0.03506434091639124,-0.39393104556431502,5.6829320088859845
20.320326685802556,0.037090561850900643,-0.39296602201636671,5.6681862839897477
20.334369724235025,0.035124437763173436,-0.39008551386715917,5.6928610299898637
20.34842246757686,0.032736751283074836,-0.38552555398612459,5.673725726074581
20.362484922534907,0.032649928072286928,-0.38888972463524268,5.6673534059176829
20.376557095820758,0.034245781093289712,-0.38927610077089841,5.7051403875797524
20.390638994150589,0.036916157301035431,-0.38873870114364906,5.7020308172744185
20.404730624245172,0.034917026223487711,-0.38813458430426767,5.6784531266024434
20.418831992829968,0.034859715203841297,-0.38755879557295209,5.6950994963580088
20.43294310663515,0.03841960367598074,-0.39216374536821413,5.6949266524256181
20.447063972395416,0.03264415890278953,-0.38505019216960285,5.6768770747732447
20.461194596850191,0.035218110545056372,-0.38568770838659583,5.6678074205775815
20.475334986743555,0.037421794880052865,-0.38946868994562506,5.6487211869766671
20.489485148824237,0.034097732658728064,-0.3850687392635222,5.6526633770223844
20.50364508984563,0.035761645790338949,-0.38486252867609305,5.6511362343792806
20.517814816565799,0.03690341522313046,-0.38814479317236494,5.6721734595176176
20.531994335747481,0.033853509043797844,-0.38352302679380779,5.6591097244613842
20.546183654158071,0.036436903323168963,-0.3852100503091202,5.6518383742837699
20.560382778569661,0.03410271381665142,-0.38205549334579669,5.6564311976711403
20.574591715759038,0.033249142288926212,-0.38133976992866314,5.6591271457279291
20.588810472507578,0.034087372833859424,-0.3840553412217419,5.649396598646069
20.603039055601485,0.035256899187373195,-0.38140129714500587,5.6421736333626091
20.617277471831574,0.035265715781014159,-0.37911363909079515,5.6433127508148022
20.631525727993328,0.035828237707342649,-0.3834216175298733,5.6350725631637353
20.645783830886948,0.036818820527701961,-0.38258170810727787,5.6501000145154281
20.660051787317421,0.035542257535152576,-0.3827726884444963,5.6290926849326617
20.674329604094297,0.03658525526117154,-0.38169764506160453,5.615966403379824
20.68861728803191,0.038365260198722571,-0.3823381966555085,5.6476927227853295
20.702914845949294,0.034995293883264243,-0.3812525301724613,5.6203424279950553
20.717222284670193,0.035854057514377119,-0.37937256339426217,5.6126054853597172
20.731539611023067,0.03529959522347665,-0.37972845062504285,5.5964246829337085
20.745866831841088,0.035787059584932855,-0.38063977456815168,5.6137189698486072
20.760203953962158,0.034733530362582178,-0.3772495975924044,5.5972726166829139
20.774550984228906,0.037936245809423327,-0.38513737965213402,5.5964968567078737
20.78890792948868,0.038141738591718426,-0.37980638150460821,5.6005137501425706
20.803274796593591,0.034815352720557934,-0.37675012188452012,5.6230717794157661
20.817651592400392,0.036062715040490939,-0.38059884973556934,5.6183504945765836
20.832038323770714,0.034732249333368152,-0.37712514666110858,5.6194826060277787
20.846434997570853,0.03469777818989872,-0.37731211633066869,5.5961836026560388
20.86084162067182,0.034727215106213113,-0.37638380896155887,5.5918203786474585
20.875258199949403,0.03698519089997318,-0.37978755017574944,5.5707156669560831
20.889684742284217,0.035978514128811118,-0.37629059881186283,5.598021058000894
20.904121254561506,0.0377969028064589,-0.37649778285248231,5.5922644030047053
20.918567743671343,0.035743317388240443,-0.37514715854334291,5.5748403814473342
20.933024216508553,0.037284831591694122,-0.37519933891488644,5.5934078817403803
20.947490679972727,0.035875473314694609,-0.37418608772346473,5.5930240631716055
20.961967140968213,0.036783349720588193,-0.37369084472720637,5.5832941080981797
20.976453606404149,0.035487833782758528,-0.3707384021510518,5.5972823462135093
20.990950083194427,0.036335766957698863,-0.37264500521469235,5.5691901381393425
21.005456578257732,0.035829232303202611,-0.37343744458914629,5.5931953863396258
21.019973098517521,0.036248840243099115,-0.37467488322073617,5.5882966229822548
21.034499650902067,0.036684751212765099,-0.37419416886901236,5.5426636189763272
