#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-02-17 09:52::05.343

Frequency (Hz),Trace 1 (dBu)
0,-47.178280275154137
4.88525390625,-85.655569424936431
9.7705078125,-89.103933334382717
14.65576171875,-87.59054309635259
19.541015625,-88.843131326876673
24.42626953125,-90.410876215786118
29.3115234375,-85.145320646512715
34.19677734375,-91.121353047933425
39.08203125,-92.575478516603965
43.96728515625,-91.778353890062277
48.8525390625,-80.966783438632774
53.73779296875,-91.145630012400559
58.623046875,-100.87973835206908
63.50830078125,-101.11179617649378
68.3935546875,-89.643833656354488
73.27880859375,-91.669549621324478
78.1640625,-84.22687151001044
83.04931640625,-83.919484803319705
87.9345703125,-89.695249715619227
92.81982421875,-96.992086055228015
97.705078125,-97.485593947130553
102.59033203125,-87.865262859708722
107.4755859375,-84.304745038668813
112.36083984375,-88.126874474888282
117.24609375,-93.932059385809055
122.13134765625,-95.129580516520363
127.0166015625,-90.424088209057842
131.90185546875,-91.980221184624625
136.787109375,-97.13661829614577
141.67236328125,-93.933527137818217
146.5576171875,-87.656381551662875
151.44287109375,-79.046603276188506
156.328125,-92.329921299170863
161.21337890625,-88.096839979415336
166.0986328125,-86.803555579464643
170.98388671875,-87.157423475573751
175.869140625,-87.069064256068003
180.75439453125,-89.219606137868155
185.6396484375,-88.647998061540306
190.52490234375,-87.772698522561569
195.41015625,-83.358280942034725
200.29541015625,-96.316801588872494
205.1806640625,-88.656164129790156
210.06591796875,-83.713943078770527
214.951171875,-89.256855575386837
219.83642578125,-87.041254524352198
224.7216796875,-90.058252053517236
229.60693359375,-89.432375819304866
234.4921875,-88.039434418876809
239.37744140625,-91.656002188507998
244.2626953125,-111.3376350301973
249.14794921875,-87.031444009680499
254.033203125,-96.934652544471348
258.91845703125,-93.926441380840032
263.8037109375,-93.006944459942176
268.68896484375,-96.171549113546448
273.57421875,-88.116140550743594
278.45947265625,-88.630685368655804
283.3447265625,-89.441767568757172
288.22998046875,-89.512556744844375
293.115234375,-92.254889075849064
298.00048828125,-89.931801358510043
302.8857421875,-86.498967763961389
307.77099609375,-88.238738932804807
312.65625,-91.722440117632203
317.54150390625,-86.828143300199869
322.4267578125,-89.993605540294681
327.31201171875,-98.992869936772863
332.197265625,-104.42085337391914
337.08251953125,-87.742341484505772
341.9677734375,-92.327690727622368
346.85302734375,-91.33367470333495
351.73828125,-88.509292782089432
356.62353515625,-85.244778382155019
361.5087890625,-88.046253836877497
366.39404296875,-88.480618258551615
371.279296875,-96.962868046784195
376.16455078125,-92.28337649708547
381.0498046875,-87.293526096325252
385.93505859375,-92.550920795343671
390.8203125,-88.91826522535267
395.70556640625,-94.446568809848799
400.5908203125,-86.760977472359016
405.47607421875,-85.022443740202021
410.361328125,-99.835988429856627
415.24658203125,-90.061842649415524
420.1318359375,-104.36843634796587
425.01708984375,-89.592249634390953
429.90234375,-86.013055680893615
434.78759765625,-85.876315090871145
439.6728515625,-90.796126616293705
444.55810546875,-89.923985779047655
449.443359375,-77.323197556612712
454.32861328125,-86.024884402741321
459.2138671875,-84.876680766573088
464.09912109375,-87.325017907396258
468.984375,-95.703042406137939
473.86962890625,-88.776710674140276
478.7548828125,-84.202492706019882
483.64013671875,-89.901005640148512
488.525390625,-85.649160100801566
493.41064453125,-88.678453499073015
498.2958984375,-89.451274409995875
503.18115234375,-86.869049433630053
508.06640625,-89.670204913029153
512.95166015625,-92.37683450792774
517.8369140625,-87.788653245771854
522.72216796875,-90.850383357103823
527.607421875,-88.762385421164538
532.49267578125,-87.766596484273492
537.3779296875,-92.91178353519193
542.26318359375,-89.005348559557945
547.1484375,-84.967463487007819
552.03369140625,-100.65249529293168
556.9189453125,-85.02729197961537
561.80419921875,-88.842962093347069
566.689453125,-89.671729580934695
571.57470703125,-94.556820381186071
576.4599609375,-85.834231133827899
581.34521484375,-85.061289097998781
586.23046875,-89.320820401472702
591.11572265625,-86.066034888449977
596.0009765625,-90.816339932341521
600.88623046875,-87.595592373624939
605.771484375,-91.981683580059851
610.65673828125,-91.147165865299257
615.5419921875,-86.868675105309165
620.42724609375,-92.470806668960222
625.3125,-87.116418540122112
630.19775390625,-93.506418121948641
635.0830078125,-84.672364787320689
639.96826171875,-87.682646789406235
644.853515625,-86.172874339956621
649.73876953125,-84.76486180536925
654.6240234375,-84.631899057248035
659.50927734375,-84.548510560488111
664.39453125,-82.662766551939114
669.27978515625,-88.637742583495736
674.1650390625,-84.694411773624253
679.05029296875,-84.573458505745393
683.935546875,-86.182379814555574
688.82080078125,-88.705474884612954
693.7060546875,-87.198514089729429
698.59130859375,-90.864220903571919
703.4765625,-83.25315309327209
708.36181640625,-84.422404025678162
713.2470703125,-84.647976667410788
718.13232421875,-88.851235582960086
723.017578125,-87.206841213472643
727.90283203125,-88.921116957068335
732.7880859375,-84.356561077690827
737.67333984375,-93.308049173677134
742.55859375,-83.029488463683023
747.44384765625,-83.477370106225223
752.3291015625,-89.661859074616771
757.21435546875,-84.552315128626233
762.099609375,-83.987478961858187
766.98486328125,-86.93438547061416
771.8701171875,-82.118589765714376
776.75537109375,-86.930383217099774
781.640625,-82.656370550297368
786.52587890625,-82.405559140689562
791.4111328125,-82.172099473487506
796.29638671875,-86.231873626675792
801.181640625,-84.523554574830229
806.06689453125,-83.18918689790452
810.9521484375,-82.266843974726513
815.83740234375,-81.672765776768316
820.72265625,-85.516625896877798
825.60791015625,-81.507818958991578
830.4931640625,-85.037088260531476
835.37841796875,-81.064331416608553
840.263671875,-84.016708689339623
845.14892578125,-80.941966629865107
850.0341796875,-81.662854200161505
854.91943359375,-83.559360145833196
859.8046875,-80.027764752089269
864.68994140625,-82.690556663961473
869.5751953125,-83.687138076506784
874.46044921875,-80.591516357265164
879.345703125,-79.715356458829788
884.23095703125,-79.969292253602035
889.1162109375,-80.722756790318257
894.00146484375,-80.770128324765096
898.88671875,-79.095003037378319
903.77197265625,-79.026597000283374
908.6572265625,-77.838262138146575
913.54248046875,-82.528029730778115
918.427734375,-79.079185540507339
923.31298828125,-81.631860223627626
