#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321A18F9B
#Date Time: 2017-02-17 09:48::03.733

Frequency (Hz),Trace 1 (dBu)
0,-47.054406063578782
4.88525390625,-90.285561619328433
9.7705078125,-87.66188196575132
14.65576171875,-92.316339139947956
19.541015625,-92.174163043832351
24.42626953125,-95.938167053296269
29.3115234375,-89.288926738825992
34.19677734375,-92.263132451800402
39.08203125,-89.326614357218858
43.96728515625,-92.114510990329961
48.8525390625,-88.620360799860833
53.73779296875,-94.496207173635611
58.623046875,-96.552886327454388
63.50830078125,-88.627931491966876
68.3935546875,-88.507779264436635
73.27880859375,-87.906936777671234
78.1640625,-75.49043354287204
83.04931640625,-73.625999136397454
87.9345703125,-81.455678571057675
92.81982421875,-82.062497700512509
97.705078125,-82.104145658003688
102.59033203125,-82.80576510743262
107.4755859375,-79.236775310786896
112.36083984375,-86.871871405634892
117.24609375,-95.452707618474705
122.13134765625,-89.177098935580375
127.0166015625,-85.210517255487375
131.90185546875,-93.893190617247171
136.787109375,-97.842493388487455
141.67236328125,-89.911227016679831
146.5576171875,-82.38634955641119
151.44287109375,-103.96592415142166
156.328125,-90.966672562681694
161.21337890625,-79.946504615255321
166.0986328125,-88.08878007543035
170.98388671875,-90.139060113689439
175.869140625,-89.874927391470891
180.75439453125,-88.912537962285896
185.6396484375,-92.032334536598313
190.52490234375,-95.549662626995826
195.41015625,-83.533316159308541
200.29541015625,-86.840886355076833
205.1806640625,-88.228575884697904
210.06591796875,-93.533824652474664
214.951171875,-94.718285184887577
219.83642578125,-82.224315198532651
224.7216796875,-85.436724911067103
229.60693359375,-87.924115234138597
234.4921875,-95.602958037556078
239.37744140625,-84.369572931964939
244.2626953125,-75.940769411529899
249.14794921875,-83.883698092471036
254.033203125,-89.222572143050428
258.91845703125,-89.885865910890871
263.8037109375,-90.14043363548852
268.68896484375,-85.738596150465668
273.57421875,-84.484261609817665
278.45947265625,-87.991087968309145
283.3447265625,-86.739000032151097
288.22998046875,-86.566448292481738
293.115234375,-92.268930244674593
298.00048828125,-89.444738316644106
302.8857421875,-94.580581366644893
307.77099609375,-88.562723550792583
312.65625,-84.06061811117678
317.54150390625,-92.168112650754864
322.4267578125,-88.481344185137829
327.31201171875,-92.200210483728583
332.197265625,-84.889255285843049
337.08251953125,-89.254663466691468
341.9677734375,-90.653940242315102
346.85302734375,-86.547726474174027
